scenario,task,run_id,strategy,duration_seconds,speedup_vs_rule_masks,n_summary_rows,within_memory_budget,summary_equal,max_abs_diff,branch_identity_equal,regions_equal,labels_equal,node_support_match_rate,node_support_max_abs_diff,node_effectiveness_max_abs_diff,min_speedup_vs_rule_masks
regression_mixed_bootstrap,regression,0,rule_masks,0.4254555000225082,1.0,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_mixed_bootstrap,regression,0,native_apply,0.36974280001595616,1.1506796075654422,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_mixed_bootstrap,regression,0,shared_prefix,0.2678925999207422,1.588156970921862,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_mixed_bootstrap,regression,1,rule_masks,0.42203080002218485,1.0,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_mixed_bootstrap,regression,1,native_apply,0.24707049992866814,1.7081391754338522,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_mixed_bootstrap,regression,1,shared_prefix,0.2969621999654919,1.4211599997280004,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_mixed_bootstrap,regression,2,rule_masks,0.39206509990617633,1.0,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_mixed_bootstrap,regression,2,native_apply,0.26208400004543364,1.4959520605539056,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_mixed_bootstrap,regression,2,shared_prefix,0.26923020009417087,1.4562448780598924,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,
regression_negative_no_bootstrap,regression,0,rule_masks,0.21715739998035133,1.0,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
regression_negative_no_bootstrap,regression,0,native_apply,0.25542449997738004,0.8501823435088741,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
regression_negative_no_bootstrap,regression,0,shared_prefix,0.17777290008962154,1.2215438903841624,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
regression_negative_no_bootstrap,regression,1,rule_masks,0.23384399991482496,1.0,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
regression_negative_no_bootstrap,regression,1,native_apply,0.13018039998132735,1.796307277811151,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
regression_negative_no_bootstrap,regression,1,shared_prefix,0.15456060005817562,1.5129599640969793,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
regression_negative_no_bootstrap,regression,2,rule_masks,0.2323513999581337,1.0,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
regression_negative_no_bootstrap,regression,2,native_apply,0.13524249999318272,1.7180353806669206,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
regression_negative_no_bootstrap,regression,2,shared_prefix,0.1593477000715211,1.458140907297977,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,
binary_bootstrap,classification,0,rule_masks,1.1048800999997184,1.0,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_bootstrap,classification,0,native_apply,0.3967541999882087,2.78479748930838,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_bootstrap,classification,0,shared_prefix,0.4230698000174016,2.6115787511996196,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_bootstrap,classification,1,rule_masks,1.74723990005441,1.0,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_bootstrap,classification,1,native_apply,0.4177170000039041,4.182831677997496,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_bootstrap,classification,1,shared_prefix,0.48200080008246005,3.6249730285831365,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_bootstrap,classification,2,rule_masks,1.5314654000103474,1.0,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_bootstrap,classification,2,native_apply,0.6126824000384659,2.4996073004776993,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_bootstrap,classification,2,shared_prefix,0.46407190000172704,3.3000606156172094,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,
binary_no_bootstrap,classification,0,rule_masks,1.9402215000009164,1.0,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
binary_no_bootstrap,classification,0,native_apply,0.8393329000100493,2.3116233141554274,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
binary_no_bootstrap,classification,0,shared_prefix,0.8207104000030085,2.3640756836928154,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
binary_no_bootstrap,classification,1,rule_masks,1.1231545000337064,1.0,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
binary_no_bootstrap,classification,1,native_apply,0.8121022001141682,1.3830211269909247,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
binary_no_bootstrap,classification,1,shared_prefix,0.7235429000575095,1.5522984192705567,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
binary_no_bootstrap,classification,2,rule_masks,1.4011521999491379,1.0,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
binary_no_bootstrap,classification,2,native_apply,0.7820915000047535,1.7915451068584964,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
binary_no_bootstrap,classification,2,shared_prefix,0.47756359993945807,2.933959372378392,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,
threshold_boundary,regression,0,rule_masks,0.466325500048697,1.0,962.0,True,True,0.0,True,True,True,0.35714285714285715,16.0,98.23522683672766,
threshold_boundary,regression,0,native_apply,0.14092120004352182,3.309122402482224,962.0,True,False,,True,False,True,0.35714285714285715,16.0,98.23522683672766,
threshold_boundary,regression,0,shared_prefix,0.13600020005833358,3.4288589270359853,962.0,True,True,0.0,True,True,True,0.35714285714285715,16.0,98.23522683672766,
threshold_boundary,regression,1,rule_masks,0.3142867999849841,1.0,962.0,True,True,0.0,True,True,True,0.35714285714285715,16.0,98.23522683672766,
threshold_boundary,regression,1,native_apply,0.11624419991858304,2.703677260500819,962.0,True,False,,True,False,True,0.35714285714285715,16.0,98.23522683672766,
threshold_boundary,regression,1,shared_prefix,0.11876880005002022,2.646206746659226,962.0,True,True,0.0,True,True,True,0.35714285714285715,16.0,98.23522683672766,
threshold_boundary,regression,2,rule_masks,0.3071317001013085,1.0,962.0,True,True,0.0,True,True,True,0.35714285714285715,16.0,98.23522683672766,
threshold_boundary,regression,2,native_apply,0.11918950011022389,2.5768352062663213,962.0,True,False,,True,False,True,0.35714285714285715,16.0,98.23522683672766,
threshold_boundary,regression,2,shared_prefix,0.28403109998907894,1.0813312349003958,962.0,True,True,0.0,True,True,True,0.35714285714285715,16.0,98.23522683672766,
binary_bootstrap,classification,aggregate,native_apply,0.4177170000039041,2.78479748930838,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,2.4996073004776993
binary_bootstrap,classification,aggregate,rule_masks,1.5314654000103474,1.0,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,1.0
binary_bootstrap,classification,aggregate,shared_prefix,0.46407190000172704,3.3000606156172094,4570.0,True,True,0.0,True,True,True,0.28835978835978837,44.0,0.8,2.6115787511996196
binary_no_bootstrap,classification,aggregate,native_apply,0.8121022001141682,1.7915451068584964,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,1.3830211269909247
binary_no_bootstrap,classification,aggregate,rule_masks,1.4011521999491379,1.0,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,1.0
binary_no_bootstrap,classification,aggregate,shared_prefix,0.7235429000575095,2.3640756836928154,5608.0,True,True,0.0,True,True,True,1.0,0.0,0.0,1.5522984192705567
regression_mixed_bootstrap,regression,aggregate,native_apply,0.26208400004543364,1.4959520605539056,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,1.1506796075654422
regression_mixed_bootstrap,regression,aggregate,rule_masks,0.42203080002218485,1.0,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,1.0
regression_mixed_bootstrap,regression,aggregate,shared_prefix,0.26923020009417087,1.4562448780598924,2187.0,True,True,0.0,True,True,True,0.5542857142857143,15.0,264.1651223010467,1.4211599997280004
regression_negative_no_bootstrap,regression,aggregate,native_apply,0.13524249999318272,1.7180353806669206,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,0.8501823435088741
regression_negative_no_bootstrap,regression,aggregate,rule_masks,0.2323513999581337,1.0,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,1.0
regression_negative_no_bootstrap,regression,aggregate,shared_prefix,0.1593477000715211,1.458140907297977,1112.0,True,True,0.0,True,True,True,1.0,0.0,5.684341886080802e-14,1.2215438903841624
threshold_boundary,regression,aggregate,native_apply,0.11918950011022389,2.703677260500819,962.0,True,False,,True,False,True,0.35714285714285715,16.0,98.23522683672766,2.5768352062663213
threshold_boundary,regression,aggregate,rule_masks,0.3142867999849841,1.0,962.0,True,True,0.0,True,True,True,0.35714285714285715,16.0,98.23522683672766,1.0
threshold_boundary,regression,aggregate,shared_prefix,0.13600020005833358,2.646206746659226,962.0,True,True,0.0,True,True,True,0.35714285714285715,16.0,98.23522683672766,1.0813312349003958
